"","x","y"
"203",1.70929522719234,9
"204",68.5742982663214,3
"205",48.0346220545471,7
"206",38.312800321728,4
"207",49.693405511789,11
"208",15.2726573403925,9
"209",63.0178835708648,8
"210",45.6055678892881,7
"211",40.9626576118171,14
"212",47.7957080351189,9
"213",90.2573230443522,9
"214",96.9551695510745,10
"215",73.683561058715,11
"216",29.815042973496,5
"217",92.6190448924899,5
"218",89.7270609624684,13
"219",54.6644555171952,8
"220",16.9523188145831,6
"221",1.4171001734212,9
"222",96.4052153285593,11
"223",91.7523997370154,10
"224",72.7302523562685,7
"225",70.0062676798552,9
"226",83.2717112265527,11
"227",96.4225529227406,8
"228",61.0515028703958,10
"229",48.6156821716577,13
"230",67.1624522889033,9
"231",89.4456230802462,12
"232",64.0082464553416,9
"233",1.61375638563186,12
"234",49.4041746482253,9
"235",53.4636544762179,6
"236",48.106132587418,7
"237",16.6531821945682,12
"238",45.0587656814605,7
"239",67.0398113084957,16
"240",57.7560021309182,9
"241",11.0039749881253,11
"242",22.9588253423572,10
"243",51.5775019768625,10
"244",54.4773779809475,7
"245",33.0412838608027,13
"246",31.3546243589371,5
"247",24.9019531765953,11
"248",42.7121866028756,11
"249",31.3508078223094,9
"250",28.4791499376297,12
"251",0.407994166016579,10
"252",55.1811633398756,12
"253",64.9291165638715,6
"254",80.9316175524145,11
"255",50.8192603243515,7
"256",17.2057142714038,10
"257",38.5840085800737,8
"258",43.9926661085337,9
"259",82.8575537772849,12
"260",30.0983071094379,7
"261",96.7237503267825,15
"262",44.8524656472728,11
"263",34.865658567287,9
"264",65.6012583291158,8
"265",92.7034781780094,9
"266",71.2595495861024,8
"267",24.74362377543,14
"268",28.9790043141693,9
"269",18.15712954849,11
"270",39.3169799586758,10
"271",29.2614987352863,12
"272",71.1588343605399,10
"273",95.7370201824233,8
"274",69.5046735461801,10
"275",69.0564768156037,11
"276",79.8338576685637,11
"277",92.3037657048553,13
"278",87.1731563471258,9
"279",19.6522762766108,13
"280",51.4130596071482,8
"281",67.5398624967784,8
"282",81.5172702306882,7
"283",30.4731686366722,12
"284",16.5084751555696,10
"285",96.5623704716563,6
"286",12.5756594585255,11
"287",99.6906915679574,14
"288",23.3368946937844,14
"289",72.0788788748905,9
"290",36.6656710160896,5
"291",32.6303937705234,11
"292",43.3571462053806,8
"293",67.1678161248565,8
"294",53.0639020260423,10
"295",43.2146867737174,12
"296",17.9490788606927,8
"297",96.0469861747697,13
"298",79.3437946820632,6
"299",61.8325433228165,5
"300",16.0262416349724,16
"301",36.0220234841108,13
"302",72.2135454649106,7
"303",88.3603890659288,11
"304",43.4726517880335,6
"305",70.8726295270026,16
"306",11.8933137971908,10
"307",39.6139376563951,14
"308",99.4050329551101,10
"309",28.3191640395671,13
"310",43.0523889837787,18
"311",96.0458836751059,14
"312",17.073772335425,11
"313",9.66228682082146,12
"314",71.249905298464,15
"315",16.4243959821761,8
"316",28.9745166199282,9
"317",65.8786850981414,9
"318",69.5391246583313,5
"319",83.7307662703097,4
"320",18.0485457647592,8
"321",45.0473060831428,10
"322",5.02710973378271,5
"323",91.6949151782319,10
"324",65.3830750845373,8
"325",43.4374975273386,10
"326",16.2192046409473,6
"327",35.9587732935324,8
"328",46.5874255169183,7
"329",53.4628418972716,12
"330",71.9107844633982,10
"331",52.6344392681494,3
"332",46.303986874409,11
"333",35.365783656016,13
"334",63.6774294776842,11
"335",84.3424380756915,8
"336",23.1238315580413,11
"337",65.2944943634793,5
"338",78.0750935198739,15
"339",90.5360942007974,8
"340",75.3011096036062,13
"341",61.947019258514,10
"342",24.3961069267243,9
"343",38.0168678704649,6
"344",88.0514288786799,7
"345",64.0356304123998,6
"346",50.9335976559669,11
"347",33.9391188928857,8
"348",49.8729484854266,8
"349",58.0072751268744,11
"350",29.2233837302774,8
"351",10.2549319155514,7
"352",37.2804175829515,10
"353",25.3548628417775,10
"354",4.99438063707203,9
"355",79.5914279529825,15
"356",96.3441653875634,8
"357",26.9759722054005,17
"358",5.89235019870102,8
"359",81.6763553768396,4
"360",80.5444108322263,13
"361",79.3642427073792,11
"362",32.9587608808652,7
"363",88.5419779457152,8
"364",87.1591282775626,9
"365",44.5978946518153,8
"366",85.2786000119522,5
"367",80.3559303982183,12
"368",44.9854991631582,8
"369",89.062195061706,10
"370",97.7451066020876,8
"371",55.516275181435,11
"372",8.45617409795523,10
"373",30.7342899264768,17
"374",49.3092573480681,15
"375",85.7010917505249,9
"376",76.064920052886,15
"377",1.95906150620431,6
"378",97.7831041673198,11
"379",77.7004304341972,10
"380",59.5364675158635,9
"381",60.2609752910212,9
"382",99.4323111604899,10
"383",2.93739563785493,12
"384",17.7682796027511,8
"385",68.8357652863488,11
"386",50.9903910569847,16
"387",84.0895676519722,10
"388",32.0459691109136,12
"389",59.9585235351697,9
"390",39.8421483114362,12
"391",82.0884434739128,8
"392",71.0354555631056,8
"393",15.3148292796686,6
"394",73.8002153113484,7
"395",74.984825309366,7
"396",32.2760100010782,11
"397",29.9956818576902,9
"398",83.7866832036525,9
"399",51.845241826959,20
"400",67.0232694363222,8
"401",34.4913163688034,9
"402",38.0204999120906,14
"403",18.258149549365,15
"404",16.1105492152274,7
"405",89.9364007636905,8
"406",15.1577476179227,12
"407",83.0831526545808,14
"408",95.6966947764158,10
"409",97.699597873725,10
"410",66.1387037718669,9
"411",3.57423715759069,10
"412",67.2942684730515,10
"413",37.1709932340309,12
"414",38.982287212275,6
"415",76.3411880237982,10
"416",40.904867532663,11
"417",66.552214208059,5
"418",67.6866465248168,14
"419",77.714981790632,10
"420",80.2726537920535,9
"421",37.3174147214741,6
"422",88.8525838963687,11
"423",46.790362498723,13
"424",47.9664695682004,11
"425",1.58624122850597,6
"426",59.1957152122632,5
"427",31.8343905964866,12
"428",88.6055674636737,6
"429",58.9262410998344,9
"430",71.830597659573,8
"431",13.9202444581315,9
"432",35.4409757768735,8
"433",68.575638346374,8
"434",84.7482416313142,6
"435",40.8690246054903,11
"436",81.3394067110494,8
"437",8.22657658718526,9
"438",12.3391611734405,10
"439",12.0787296909839,14
"440",62.7699013333768,9
"441",71.235090913251,11
"442",42.5460731144994,9
"443",24.6789914323017,15
"444",99.5644798036665,12
"445",8.81713542621583,8
"446",26.7104990314692,8
"447",36.2584117567167,11
"448",76.6923644579947,9
"449",0.831459299661219,12
"450",23.7405438907444,6
"451",38.1841468857601,5
"452",83.9355864794925,15
"453",6.114790472202,11
"454",41.2466033361852,9
"455",18.8147861044854,11
"456",62.5369809335098,11
"457",66.6777254315093,7
"458",49.8115393333137,12
"459",39.2589306924492,10
"460",35.8301647938788,14
"461",56.3222725410014,13
"462",96.4229326462373,13
"463",21.7405551113188,7
"464",27.1621597697958,10
"465",51.2246950063854,7
"466",24.7716425452381,11
"467",2.3007862502709,7
"468",69.0408654976636,10
"469",65.0642606895417,12
"470",87.6772560877725,10
"471",68.0294882506132,9
"472",47.980650444515,4
"473",23.7171213841066,12
"474",61.1749900504947,10
"475",97.0102886203676,7
"476",56.9290542742237,8
"477",70.1920981053263,10
"478",14.3284938996658,11
"479",20.9843444870785,9
"480",19.0202187746763,9
"481",20.9720273735002,12
"482",25.9179251501337,11
"483",44.6716364705935,5
"484",59.039924829267,10
"485",71.6067616827786,5
"486",41.3633251562715,10
"487",20.2223733533174,4
"488",48.6472499324009,15
"489",17.4457219196483,5
"490",86.6667317925021,14
"491",83.570721372962,8
"492",65.4478986049071,16
"493",28.3998195081949,9
"494",8.91365208663046,14
"495",8.95945762749761,13
"496",92.1622815076262,8
"497",95.7512309774756,7
"498",98.7721541896462,9
"499",78.5509888781235,10
"500",52.4235307238996,7
"501",74.8707546852529,7
"502",29.3114646105096,15
"503",35.315331700258,7
"504",99.2962674703449,9
"505",77.8460041852668,14
"506",30.0680404063314,12
"507",9.14261597208679,12
"508",36.287029623054,6
"509",67.2651800094172,8
"510",92.2058359719813,8
"511",35.2681753458455,12
"512",9.26738374400884,7
"513",52.3466264130548,5
"514",16.6569144232199,11
"515",84.3042332679033,12
"516",47.7096274960786,12
"517",75.0787108903751,8
"518",14.5757955731824,6
"519",88.1207219092175,10
"520",67.5783329410478,13
"521",95.9713150979951,12
"522",28.4683366073295,14
"523",58.6646657669917,7
"524",79.8715795157477,6
"525",45.1848312048241,8
"526",52.8417561436072,5
"527",3.45008727163076,11
"528",19.1613419447094,9
"529",50.5699924426153,3
"530",56.0188754228875,6
"531",96.2599203456193,13
"532",34.1329629765823,6
"533",49.9556123279035,11
"534",54.3269279878587,5
"535",14.6042773965746,9
"536",8.16215530503541,13
"537",66.2974373670295,10
"538",94.0952956909314,13
"539",8.00235741771758,4
"540",97.8820261312649,14
"541",77.8289926005527,16
"542",49.6457518078387,10
"543",72.0713845686987,11
"544",30.1902427105233,11
"545",86.5784257184714,12
"546",80.443290877156,11
"547",12.0263969292864,9
"548",15.2716991957277,9
"549",22.2708583343774,3
"550",70.6969454186037,12
"551",84.6522168954834,14
"552",4.31877877563238,10
"553",32.4478106806055,8
"554",82.0929164765403,10
"555",90.6714050099254,8
"556",41.1749067250639,9
"557",93.8248847145587,10
"558",1.29737753886729,10
"559",94.5984564721584,9
"560",4.87313305493444,12
"561",70.5616619205102,8
"562",10.0265253335238,11
"563",91.6182754095644,13
"564",78.887568693608,11
"565",4.79147385340184,5
"566",27.0240863086656,11
"567",96.5602403972298,8
"568",87.0587752899155,7
"569",10.3674362646416,11
"570",75.7316680857912,11
"571",87.8931876970455,11
"572",59.1073251329362,7
"573",47.4357977276668,12
"574",73.1695057125762,16
"575",21.6186204459518,9
"576",27.2297756746411,8
"577",63.3394338656217,8
"578",94.1477578133345,9
"579",65.5836318153888,9
"580",36.3485669950023,5
"581",67.2853768337518,11
"582",38.2636503782123,10
"583",57.75272983592,11
"584",1.99752836488187,9
"585",74.2125840391964,9
"586",25.7925053825602,10
"587",88.4454290848225,7
"588",96.3668284937739,11
"589",93.7082305084914,5
"590",30.6837553856894,7
"591",48.6827670130879,8
"592",87.4805815285072,11
"593",35.6360874371603,6
"594",34.3996877549216,12
"595",99.2832928430289,15
"596",76.6755371587351,14
"597",31.999745243229,13
"598",96.6462353710085,10
"599",58.013158175163,11
"600",94.8079676833004,11
"601",55.7691531721503,6
"602",65.7385506667197,17
"603",67.7138390252367,16
"604",93.9012732589617,16
"605",43.3189665898681,10
"606",88.2686660159379,15
"607",55.7421616045758,13
"608",42.6237017847598,6
"609",54.5144390314817,14
"610",37.0590165490285,10
"611",60.9878023155034,11
"612",75.1978722633794,9
"613",32.6235786546022,6
"614",91.3022230844945,12
"615",27.4507422465831,12
"616",5.6370469275862,10
"617",18.4879609150812,11
"618",84.8084021359682,7
"619",90.0052126962692,10
"620",67.4293486401439,13
"621",3.30769559368491,13
"622",78.4548081457615,11
"623",13.630373030901,4
"624",58.3393251057714,12
"625",40.4741003410891,13
"626",42.3934349790215,14
"627",58.0311129568145,14
"628",26.6887284582481,10
"629",43.9387478167191,5
"630",79.8449764493853,4
"631",62.4454581877217,9
"632",37.8386565251276,8
"633",13.7449941132218,6
"634",42.3924432368949,12
"635",9.99490325339139,14
"636",10.7199505669996,13
"637",88.8880524318665,14
"638",11.1811402719468,9
"639",65.540295955725,11
"640",20.7630167715251,9
"641",93.5249486006796,12
"642",72.3213973920792,8
"643",5.81169200595468,11
"644",94.9934161733836,10
"645",62.8809114685282,9
"646",3.23534493800253,16
"647",18.0372701724991,11
"648",20.0455835089087,7
"649",65.8553195185959,13
"650",96.3421415770426,10
"651",76.3976824935526,7
"652",79.7396576264873,11
"653",86.169225606136,12
"654",20.8433482330292,13
"655",11.9611418806016,13
"656",21.8208919279277,10
"657",40.0763682089746,12
"658",12.0937702478841,8
"659",16.7910068994388,10
"660",41.5270731318742,10
"661",24.3221102282405,12
"662",73.83794747293,9
"663",82.422023662366,10
"664",91.1612467607483,11
"665",9.30299991741776,10
"666",27.0266334526241,11
"667",4.19441633857787,14
"668",75.1136731589213,10
"669",98.9009084179997,9
"670",80.2162741543725,5
"671",96.3504543993622,10
"672",3.44012398272753,13
"673",70.917392289266,10
"674",53.6380340578035,11
"675",58.4977959282696,6
"676",58.5781120462343,15
"677",74.8804085655138,11
"678",73.8846854073927,8
"679",27.6800103019923,11
"680",80.5332885123789,12
"681",94.174877833575,11
"682",52.7413745876402,11
"683",29.9406115897,13
"684",7.66064419876784,7
"685",48.3787696575746,6
"686",82.6757613103837,6
"687",47.8478340432048,18
"688",42.551769153215,13
"689",77.2560692857951,11
"690",63.9304730575532,11
"691",43.8412160845473,14
"692",40.5491293407977,13
"693",61.572678713128,9
"694",85.2531318785623,11
"695",61.2207154976204,8
"696",68.3490057010204,11
"697",18.2164719793946,9
"698",91.1563228815794,7
"699",49.8885037610307,8
"700",26.5654279617593,8
"701",21.4142893441021,11
"702",7.49248338397592,5
"703",56.7082651890814,9
"704",8.12897691503167,9
"705",19.1068206680939,9
"706",50.1793227391317,9
"707",99.8821531189606,13
"708",95.3851805767044,10
"709",49.3257561698556,5
"710",16.8965352931991,10
"711",26.0029122931883,16
"712",37.591094430536,6
"713",28.6335000768304,15
"714",16.8151036836207,12
"715",19.1977800568566,9
"716",18.3924401644617,10
"717",84.6179257379845,9
"718",70.8908096654341,10
"719",95.1137555530295,9
"720",24.1067662835121,9
"721",18.5682056471705,14
"722",17.4940218217671,15
"723",17.5764840561897,9
"724",24.9499595491216,12
"725",40.7201586989686,7
"726",61.5835859207436,11
"727",1.66833666153252,13
"728",92.3866456141695,10
"729",71.1476115044206,8
"730",5.0860668765381,9
"731",12.0199846802279,10
"732",94.6925446158275,8
"733",15.2201851131395,8
"734",90.6604139134288,8
"735",34.3466032296419,10
"736",99.2814293596894,10
"737",37.1571025112644,7
"738",72.6055463310331,13
"739",19.3157760659233,11
"740",68.9217688981444,4
"741",52.8925394872203,5
"742",36.9296626420692,10
"743",31.6053609596565,14
"744",3.27075961977243,8
"745",24.1164024686441,8
"746",77.584853512235,17
"747",6.19315155781806,8
"748",39.4174535991624,9
"749",87.8852930851281,6
"750",25.2913221018389,10
"751",26.2328424025327,12
"752",14.7895563393831,7
"753",7.20283833798021,6
"754",34.6894202753901,12
"755",69.6752864634618,9
"756",56.1243080999702,12
"757",78.0172267695889,7
"758",31.2263695290312,7
"759",36.464110808447,15
"760",70.045817643404,12
"761",33.0121111823246,7
"762",11.6836896631867,13
"763",38.2440058980137,8
"764",11.4531526574865,7
"765",95.9631214849651,12
"766",48.1917382450774,6
"767",93.1225660257041,14
"768",3.18788099102676,11
"769",46.8054164899513,11
"770",40.2980119222775,10
"771",11.9281042600051,9
"772",87.1629582718015,13
"773",1.99483863543719,11
"774",74.4048164458945,8
"775",35.7859402894974,13
"776",42.7428769646212,9
"777",94.355284422636,9
"778",14.6092314040288,11
"779",60.7347327284515,17
"780",93.4336790582165,8
"781",61.8458515498787,8
"782",40.8615476218984,8
"783",63.2758426014334,6
"784",8.03674175404012,9
"785",99.2240402149037,6
"786",41.326395329088,9
"787",70.323881180957,13
"788",40.4864137759432,7
"789",33.2728920737281,14
"790",12.8781524254009,8
"791",24.5934329926968,12
"792",90.0550827616826,7
"793",2.74908570572734,12
"794",1.26039599999785,15
"795",47.805910394527,9
"796",33.0028490861878,17
"797",3.27457939274609,13
"798",21.1635288083926,10
"799",30.2429866744205,8
"800",43.8276150031015,10
"801",39.4364850828424,10
"802",88.6055213632062,16
"803",38.681257609278,5
"804",55.1152212312445,9
"805",35.9296758193523,13
"806",52.6821659645066,13
"807",78.5249882610515,8
"808",67.3848115373403,11
"809",63.5944158537313,10
"810",94.3827571813017,14
"811",69.7172490181401,4
"812",9.08476845361292,10
"813",98.5999562311918,11
"814",7.98694682307541,14
"815",17.6500411005691,13
"816",54.2691527632996,14
"817",94.4081896916032,11
"818",5.21576206665486,15
"819",20.4123464878649,13
"820",4.88754003308713,15
"821",5.57683920487761,8
"822",7.49557369854301,6
"823",46.171652385965,13
"824",49.2373946821317,13
"825",83.5991842439398,13
"826",91.3801721995696,16
"827",51.6272366512567,8
"828",84.6510926028714,7
"829",93.0670829024166,16
"830",17.4248615978286,5
"831",18.9423890551552,5
"832",99.0586211672053,7
"833",52.5244601536542,10
"834",18.8448975794017,9
"835",15.9274991368875,11
"836",46.152633219026,5
"837",84.14077302441,6
"838",52.6273173745722,16
"839",9.01674809865654,6
"840",80.2271488355473,8
"841",89.8382418556139,7
"842",15.1764461770654,10
"843",64.7857105592266,12
"844",23.8871289417148,10
"845",7.7346753096208,13
"846",51.5083634760231,9
"847",48.8538239151239,10
"848",74.5114221703261,8
"849",52.7634700993076,9
"850",33.310331008397,10
"851",49.1704251617193,16
"852",0.927533465437591,7
"853",78.3619883004576,7
"854",80.0569836748764,7
"855",6.02606683969498,12
"856",77.2548254812136,7
"857",4.93048201315105,12
"858",1.46437885705382,8
"859",92.4527553841472,9
"860",53.1233079498634,9
"861",90.0974532123655,7
"862",56.3621473964304,9
"863",16.4297027979046,13
"864",10.1944952504709,9
"865",64.631275460124,12
"866",97.0142207108438,11
"867",55.1316720200703,9
"868",94.3948761792853,4
"869",88.8484765775502,8
"870",31.4418776426464,8
"871",92.8937249351293,9
"872",70.9571472834796,6
"873",81.5759330056608,12
"874",72.8476016316563,6
"875",13.1444468861446,15
"876",87.807574798353,8
"877",1.99101618491113,7
"878",34.8009963519871,12
"879",60.9311923850328,13
"880",51.7856057733297,12
"881",11.6095165256411,10
"882",74.7429774608463,8
"883",54.072744352743,5
"884",38.751827320084,8
"885",2.08092338871211,6
"886",0.132571556605399,7
"887",12.6566490158439,8
"888",82.6221020892262,4
"889",32.44240116328,11
"890",11.3951268373057,13
"891",17.7068477962166,10
"892",14.5480333827436,11
"893",81.5063926624134,8
"894",88.9293312560767,9
"895",50.9904766455293,12
"896",72.0090754562989,12
"897",36.9283068459481,12
"898",93.3250170201063,14
"899",59.9411365343258,8
"900",55.9125791769475,11
"901",16.0711629781872,5
"902",51.7420223681256,7
"903",27.2948373574764,9
"904",87.7021280117333,12
"905",77.5522797601297,14
"906",64.4669071305543,14
"907",33.86108672712,4
"908",65.8768464578316,11
"909",85.3666006587446,9
"910",23.6967782489955,14
"911",20.6848733825609,9
"912",4.29537256713957,11
"913",31.4235339174047,11
"914",80.2114402875304,7
"915",27.9531731735915,5
"916",85.2075315080583,9
"917",55.0862188683823,6
"918",93.6532157007605,14
"919",77.0525175379589,7
"920",79.8119300045073,2
"921",39.7591094020754,10
"922",7.03860758803785,10
"923",94.2730919923633,20
"924",42.9759766208008,9
"925",17.3703290754929,15
"926",92.6565886475146,12
"927",52.9246364952996,9
"928",88.7284390395507,13
"929",27.0903586409986,10
"930",98.3139013871551,15
"931",10.3859549388289,5
"932",11.6499033290893,8
"933",37.3743461444974,5
"934",43.3201960520819,10
"935",32.7122166752815,14
"936",30.339028313756,11
"937",35.0283954059705,10
"938",33.7273538345471,11
"939",98.2218717457727,9
"940",42.0242573134601,9
"941",75.5371320294216,8
"942",6.82300687767565,9
"943",58.9253520360216,8
"944",61.6049997741356,8
"945",84.8259628051892,8
"946",17.6363530335948,11
"947",40.2790000662208,9
"948",70.9015412256122,13
"949",3.50442151539028,7
"950",62.3233312508091,18
"951",78.3736686455086,13
"952",39.9458543397486,6
"953",12.9997450858355,11
"954",55.4674357874319,17
"955",80.7210414903238,11
"956",64.2574028344825,10
"957",49.8024322558194,9
"958",51.3563815969974,10
"959",30.0810953136533,10
"960",59.1848150128499,15
"961",13.8753362931311,10
"962",80.8944589458406,8
"963",68.0401363410056,15
"964",20.1253159204498,12
"965",74.8916269745678,19
"966",40.883337915875,7
"967",50.7236449047923,8
"968",4.85649039037526,10
"969",3.46113769337535,9
"970",60.0497813895345,8
"971",45.3223580261692,7
"972",51.1074535315856,7
"973",29.2832800187171,11
"974",69.3331765010953,11
"975",39.9273208109662,11
"976",83.0946219386533,7
"977",80.2169700851664,10
"978",39.9640645133331,8
"979",69.4489172659814,11
"980",87.5320663442835,7
"981",31.8669552914798,8
"982",67.5614209380001,10
"983",40.8635826781392,10
"984",56.1549790902063,9
"985",18.5665870085359,11
"986",49.9839107971638,15
"987",94.5582659449428,10
"988",16.2561831763014,8
"989",6.34901237208396,9
"990",13.2657008478418,9
"991",27.7677624020725,9
"992",95.4990566940978,10
"993",40.1531037408859,12
"994",55.5736079113558,11
"995",41.3690113695338,10
"996",84.7411400172859,8
"997",67.9600088857114,15
"998",59.8737980471924,11
"999",25.3944661235437,10
"1000",79.0139684686437,4
"1001",18.4885889524594,5
"1002",12.7645944943652,9
"1003",17.4142051488161,12
"1004",98.4747020993382,7
"1005",44.5364400977269,9
"1006",98.5492848325521,15
"1007",91.8417981127277,5
"1008",89.9860314326361,9
"1009",53.2003085827455,5
"1010",50.6294637918472,10
"1011",5.40079430211335,9
"1012",35.7104180380702,16
"1013",66.9129829620942,11
"1014",95.7942889304832,9
"1015",62.3157308669761,7
"1016",53.7534463219345,7
"1017",22.9600214865059,12
"1018",71.9500610604882,8
"1019",24.0266807843,7
"1020",51.6939664492384,9
"1021",25.9830524446443,12
"1022",76.7469946760684,14
"1023",32.7859164681286,15
"1024",18.1199422106147,10
"1025",28.5594875924289,15
"1026",2.5265543255955,7
"1027",92.8961315890774,13
"1028",14.3158273305744,5
"1029",53.013749117963,12
"1030",45.5907235387713,7
"1031",50.0173702137545,11
"1032",94.3998056696728,9
"1033",40.7421801472083,14
"1034",6.10007382929325,11
"1035",26.5242148190737,18
"1036",40.9221888752654,5
"1037",50.3878900781274,12
"1038",30.9609254589304,10
"1039",73.5854674130678,12
"1040",77.9226554790512,14
"1041",32.7808404108509,11
"1042",75.5417477106676,6
"1043",81.9033683743328,4
"1044",37.8259758697823,6
"1045",62.2761845123023,18
"1046",11.8159237783402,11
"1047",10.7549678068608,9
"1048",53.9033292792737,10
"1049",53.2060676952824,10
"1050",7.21345748752356,8
"1051",17.3813130939379,7
"1052",3.71981346979737,10
"1053",35.4995497269556,7
"1054",54.9600147642195,9
"1055",74.6035809628665,12
"1056",88.0570130655542,16
"1057",92.4555107718334,9
"1058",43.9071781700477,10
"1059",39.962989743799,11
"1060",35.4819350177422,14
"1061",96.6070046881214,4
"1062",55.8619114104658,8
"1063",29.3770660180598,9
"1064",4.00857606437057,8
"1065",5.18483889754862,12
"1066",76.8186069559306,12
"1067",87.8722123336047,6
"1068",75.7441659225151,5
"1069",17.7997468272224,7
"1070",68.1468676542863,14
"1071",34.0487041277811,8
"1072",56.4072926528752,9
"1073",39.0725099015981,4
"1074",64.9690335383639,9
"1075",65.9587348112836,5
"1076",58.2469546003267,6
